,wiki_url,winner_match,loser_match,fighter1_match,fighter2_match
156,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,evan dunham,nik lentz,demetrious johnson,ian mccall
157,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,evan dunham,nik lentz,josh neer,mike pyle
158,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,evan dunham,nik lentz,charlie brenneman,erick silva
159,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,evan dunham,nik lentz,eddie wineland,scott jorgensen
160,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,evan dunham,nik lentz,leonard garcia,matt grice
161,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,evan dunham,nik lentz,lance benoist,seth baczynski
162,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,evan dunham,nik lentz,buddy roberts,caio magalhaes
163,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,evan dunham,nik lentz,justin salas,tim means
164,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,evan dunham,nik lentz,carlos eduardo rocha,mike pierce
165,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,evan dunham,nik lentz,jake hecht,sean pierson
166,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,evan dunham,nik lentz,bernardo magalhaes,henry martinez
167,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,evan dunham,nik lentz,dustin pague,jared papazian
216,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,lavar johnson,joey beltran,demetrious johnson,ian mccall
217,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,lavar johnson,joey beltran,josh neer,mike pyle
218,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,lavar johnson,joey beltran,charlie brenneman,erick silva
219,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,lavar johnson,joey beltran,eddie wineland,scott jorgensen
220,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,lavar johnson,joey beltran,leonard garcia,matt grice
221,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,lavar johnson,joey beltran,lance benoist,seth baczynski
222,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,lavar johnson,joey beltran,buddy roberts,caio magalhaes
223,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,lavar johnson,joey beltran,justin salas,tim means
224,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,lavar johnson,joey beltran,carlos eduardo rocha,mike pierce
225,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,lavar johnson,joey beltran,jake hecht,sean pierson
226,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,lavar johnson,joey beltran,bernardo magalhaes,henry martinez
227,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,lavar johnson,joey beltran,dustin pague,jared papazian
204,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,michael johnson,shane roller,demetrious johnson,ian mccall
205,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,michael johnson,shane roller,josh neer,mike pyle
206,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,michael johnson,shane roller,charlie brenneman,erick silva
207,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,michael johnson,shane roller,eddie wineland,scott jorgensen
208,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,michael johnson,shane roller,leonard garcia,matt grice
209,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,michael johnson,shane roller,lance benoist,seth baczynski
210,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,michael johnson,shane roller,buddy roberts,caio magalhaes
211,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,michael johnson,shane roller,justin salas,tim means
212,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,michael johnson,shane roller,carlos eduardo rocha,mike pierce
213,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,michael johnson,shane roller,jake hecht,sean pierson
214,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,michael johnson,shane roller,bernardo magalhaes,henry martinez
215,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,michael johnson,shane roller,dustin pague,jared papazian
168,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,mike russow,john-olav einemo,demetrious johnson,ian mccall
169,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,mike russow,john-olav einemo,josh neer,mike pyle
170,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,mike russow,john-olav einemo,charlie brenneman,erick silva
171,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,mike russow,john-olav einemo,eddie wineland,scott jorgensen
172,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,mike russow,john-olav einemo,leonard garcia,matt grice
173,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,mike russow,john-olav einemo,lance benoist,seth baczynski
174,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,mike russow,john-olav einemo,buddy roberts,caio magalhaes
175,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,mike russow,john-olav einemo,justin salas,tim means
176,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,mike russow,john-olav einemo,carlos eduardo rocha,mike pierce
177,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,mike russow,john-olav einemo,jake hecht,sean pierson
178,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,mike russow,john-olav einemo,bernardo magalhaes,henry martinez
179,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,mike russow,john-olav einemo,dustin pague,jared papazian
120,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,rashad evans,phil davis,demetrious johnson,ian mccall
121,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,rashad evans,phil davis,josh neer,mike pyle
122,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,rashad evans,phil davis,charlie brenneman,erick silva
123,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,rashad evans,phil davis,eddie wineland,scott jorgensen
124,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,rashad evans,phil davis,leonard garcia,matt grice
125,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,rashad evans,phil davis,lance benoist,seth baczynski
126,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,rashad evans,phil davis,buddy roberts,caio magalhaes
127,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,rashad evans,phil davis,justin salas,tim means
128,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,rashad evans,phil davis,carlos eduardo rocha,mike pierce
129,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,rashad evans,phil davis,jake hecht,sean pierson
130,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,rashad evans,phil davis,bernardo magalhaes,henry martinez
131,https://en.wikipedia.org/wiki/UFC_on_FX:_Johnson_vs._McCall,rashad evans,phil davis,dustin pague,jared papazian
370,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chael sonnen,michael bisping,diego sanchez,jake ellenberger
371,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chael sonnen,michael bisping,dave herman,stefan struve
372,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chael sonnen,michael bisping,tj dillashaw,walel watson
373,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chael sonnen,michael bisping,philip de fries,stipe miocic
374,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chael sonnen,michael bisping,aaron simpson,ronny markes
375,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chael sonnen,michael bisping,bernardo magalhaes,tim means
376,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chael sonnen,michael bisping,anton kuivanen,justin salas
377,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chael sonnen,michael bisping,ivan menjivar,john albert
378,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chael sonnen,michael bisping,buddy roberts,sean loeffler
379,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chael sonnen,michael bisping,jonathan brookins,vagner rocha
420,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,charles oliveira,eric wisely,diego sanchez,jake ellenberger
421,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,charles oliveira,eric wisely,dave herman,stefan struve
422,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,charles oliveira,eric wisely,tj dillashaw,walel watson
423,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,charles oliveira,eric wisely,philip de fries,stipe miocic
424,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,charles oliveira,eric wisely,aaron simpson,ronny markes
425,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,charles oliveira,eric wisely,bernardo magalhaes,tim means
426,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,charles oliveira,eric wisely,anton kuivanen,justin salas
427,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,charles oliveira,eric wisely,ivan menjivar,john albert
428,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,charles oliveira,eric wisely,buddy roberts,sean loeffler
429,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,charles oliveira,eric wisely,jonathan brookins,vagner rocha
450,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris camozzi,dustin jacoby,diego sanchez,jake ellenberger
451,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris camozzi,dustin jacoby,dave herman,stefan struve
452,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris camozzi,dustin jacoby,tj dillashaw,walel watson
453,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris camozzi,dustin jacoby,philip de fries,stipe miocic
454,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris camozzi,dustin jacoby,aaron simpson,ronny markes
455,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris camozzi,dustin jacoby,bernardo magalhaes,tim means
456,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris camozzi,dustin jacoby,anton kuivanen,justin salas
457,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris camozzi,dustin jacoby,ivan menjivar,john albert
458,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris camozzi,dustin jacoby,buddy roberts,sean loeffler
459,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris camozzi,dustin jacoby,jonathan brookins,vagner rocha
380,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris weidman,demian maia,diego sanchez,jake ellenberger
381,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris weidman,demian maia,dave herman,stefan struve
382,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris weidman,demian maia,tj dillashaw,walel watson
383,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris weidman,demian maia,philip de fries,stipe miocic
384,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris weidman,demian maia,aaron simpson,ronny markes
385,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris weidman,demian maia,bernardo magalhaes,tim means
386,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris weidman,demian maia,anton kuivanen,justin salas
387,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris weidman,demian maia,ivan menjivar,john albert
388,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris weidman,demian maia,buddy roberts,sean loeffler
389,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,chris weidman,demian maia,jonathan brookins,vagner rocha
410,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,cub swanson,george roop,diego sanchez,jake ellenberger
411,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,cub swanson,george roop,dave herman,stefan struve
412,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,cub swanson,george roop,tj dillashaw,walel watson
413,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,cub swanson,george roop,philip de fries,stipe miocic
414,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,cub swanson,george roop,aaron simpson,ronny markes
415,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,cub swanson,george roop,bernardo magalhaes,tim means
416,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,cub swanson,george roop,anton kuivanen,justin salas
417,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,cub swanson,george roop,ivan menjivar,john albert
418,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,cub swanson,george roop,buddy roberts,sean loeffler
419,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,cub swanson,george roop,jonathan brookins,vagner rocha
390,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,evan dunham,nik lentz,diego sanchez,jake ellenberger
391,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,evan dunham,nik lentz,dave herman,stefan struve
392,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,evan dunham,nik lentz,tj dillashaw,walel watson
393,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,evan dunham,nik lentz,philip de fries,stipe miocic
394,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,evan dunham,nik lentz,aaron simpson,ronny markes
395,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,evan dunham,nik lentz,bernardo magalhaes,tim means
396,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,evan dunham,nik lentz,anton kuivanen,justin salas
397,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,evan dunham,nik lentz,ivan menjivar,john albert
398,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,evan dunham,nik lentz,buddy roberts,sean loeffler
399,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,evan dunham,nik lentz,jonathan brookins,vagner rocha
440,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,lavar johnson,joey beltran,diego sanchez,jake ellenberger
441,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,lavar johnson,joey beltran,dave herman,stefan struve
442,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,lavar johnson,joey beltran,tj dillashaw,walel watson
443,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,lavar johnson,joey beltran,philip de fries,stipe miocic
444,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,lavar johnson,joey beltran,aaron simpson,ronny markes
445,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,lavar johnson,joey beltran,bernardo magalhaes,tim means
446,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,lavar johnson,joey beltran,anton kuivanen,justin salas
447,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,lavar johnson,joey beltran,ivan menjivar,john albert
448,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,lavar johnson,joey beltran,buddy roberts,sean loeffler
449,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,lavar johnson,joey beltran,jonathan brookins,vagner rocha
430,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,michael johnson,shane roller,diego sanchez,jake ellenberger
431,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,michael johnson,shane roller,dave herman,stefan struve
432,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,michael johnson,shane roller,tj dillashaw,walel watson
433,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,michael johnson,shane roller,philip de fries,stipe miocic
434,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,michael johnson,shane roller,aaron simpson,ronny markes
435,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,michael johnson,shane roller,bernardo magalhaes,tim means
436,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,michael johnson,shane roller,anton kuivanen,justin salas
437,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,michael johnson,shane roller,ivan menjivar,john albert
438,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,michael johnson,shane roller,buddy roberts,sean loeffler
439,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,michael johnson,shane roller,jonathan brookins,vagner rocha
400,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,mike russow,john-olav einemo,diego sanchez,jake ellenberger
401,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,mike russow,john-olav einemo,dave herman,stefan struve
402,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,mike russow,john-olav einemo,tj dillashaw,walel watson
403,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,mike russow,john-olav einemo,philip de fries,stipe miocic
404,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,mike russow,john-olav einemo,aaron simpson,ronny markes
405,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,mike russow,john-olav einemo,bernardo magalhaes,tim means
406,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,mike russow,john-olav einemo,anton kuivanen,justin salas
407,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,mike russow,john-olav einemo,ivan menjivar,john albert
408,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,mike russow,john-olav einemo,buddy roberts,sean loeffler
409,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,mike russow,john-olav einemo,jonathan brookins,vagner rocha
360,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,rashad evans,phil davis,diego sanchez,jake ellenberger
361,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,rashad evans,phil davis,dave herman,stefan struve
362,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,rashad evans,phil davis,tj dillashaw,walel watson
363,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,rashad evans,phil davis,philip de fries,stipe miocic
364,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,rashad evans,phil davis,aaron simpson,ronny markes
365,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,rashad evans,phil davis,bernardo magalhaes,tim means
366,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,rashad evans,phil davis,anton kuivanen,justin salas
367,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,rashad evans,phil davis,ivan menjivar,john albert
368,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,rashad evans,phil davis,buddy roberts,sean loeffler
369,https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,rashad evans,phil davis,jonathan brookins,vagner rocha
